net_profit_to_total_assets,total_liabilities_to_total_assets,working_capital_to_total_assets,current_assets_to_shortterm_liabilities,cash_flow_to_operating_expenses,retained_earnings_to_total_assets,ebit_to_total_assets,equity_to_total_liabilities,sales_to_total_assets,equity_to_total_assets,gross_profit_plus_other_to_total_assets,gross_profit_to_shortterm_liabilities,gross_profit_plus_dep_to_sales,gross_profit_plus_interest_to_total_assets,liabilities_to_gross_profit_dep,gross_profit_dep_to_total_liabilities,total_assets_to_total_liabilities,gross_profit_to_total_assets,gross_profit_to_sales,inventory_to_sales_days,sales_growth,operating_profit_to_total_assets,net_profit_to_sales,gross_profit_3yr_to_total_assets,equity_minus_capital_to_total_assets,net_profit_dep_to_total_liabilities,operating_profit_to_financial_expenses,working_capital_to_fixed_assets,log_total_assets,liabilities_minus_cash_to_sales,gross_profit_plus_interest_to_sales,current_liabilities_to_cogs_days,operating_expenses_to_shortterm_liabilities,operating_expenses_to_total_liabilities,profit_on_sales_to_total_assets,total_sales_to_total_assets,current_assets_minus_inventory_to_longterm_liabilities,constant_capital_to_total_assets,profit_on_sales_to_sales,current_assets_minus_inventory_receivables_to_shortterm_liabilities,liabilities_to_operating_profit_dep,operating_profit_to_sales,receivables_inventory_turnover_days,receivables_to_sales_days,net_profit_to_inventory,current_assets_minus_inventory_to_shortterm_liabilities,inventory_to_cogs_days,ebitda_to_total_assets,ebitda_to_sales,current_assets_to_total_liabilities,shortterm_liabilities_to_total_assets,shortterm_liabilities_to_cogs_days,equity_to_fixed_assets,constant_capital_to_fixed_assets,working_capital,sales_minus_cogs_to_sales,current_minus_inventory_minus_stli_to_salesminusprofitminusdep,total_costs_to_total_sales,longterm_liabilities_to_equity,sales_to_inventory,sales_to_receivables,shortterm_liabilities_to_sales_days,sales_to_shortterm_liabilities,sales_to_fixed_assets,bankrupt
-0.089297,0.55233,0.027522,1.11,-77.943,0.0,-0.085673,0.8105,0.74336,0.44767,-0.046914,-0.34234,0.18888,-0.085673,1435.8,0.25421,1.8105,-0.085673,-0.11525,75.296,0.8481,-0.048424,-0.12013,-0.02645,0.42835,0.24764,-1.2494,0.038107,4.1071,0.73463,-0.063636,111.21,3.2819,1.487,-0.077966,0.74336,0.41363,0.74849,-0.10488,0.037115,0.10363,-0.065143,131.83,56.536,-0.58232,0.49721,68.148,-0.2745,-0.36928,0.50291,0.25025,0.3047,0.61985,1.0364,352.16,-0.10488,-0.19947,1.1104,0.67198,4.8476,6.456,122.88,2.9704,1.0293,0
0.039331,0.59692,0.10098,1.1954,-61.372,0.042717,0.057921,0.67526,1.7393,0.40308,0.096945,0.11208,0.033302,0.057921,3761.6,0.097032,1.6753,0.057921,0.033302,78.724,1.1452,0.075664,0.022614,0.11796,0.25894,0.06589,1.9389,0.26419,4.1198,0.33436,0.033302,113.11,3.2269,2.7937,0.071644,1.7393,3.1967,0.47898,0.041192,0.049401,0.26297,0.043504,124.29,45.562,0.10485,0.46952,82.106,0.075664,0.043504,1.0349,0.51678,0.30989,1.0545,1.2531,1330.5,0.041192,0.097577,0.96738,0.1883,4.6365,8.0111,108.45,3.3656,4.5502,0
0.0036617,0.41338,0.12401,1.3434,-18.524,0.0,0.0064939,1.4191,1.349,0.58662,0.069122,0.017982,0.051252,0.0064939,2182.4,0.16725,2.4191,0.0064939,0.004814,48.031,0.8062,0.01653,0.0027145,0.089031,0.57253,0.1604,0.26394,0.24087,4.3793,0.29958,0.011438,98.738,3.6967,3.2295,0.013949,1.349,8.5381,0.62265,0.010341,0.058763,0.17404,0.012254,125.53,77.498,0.020628,0.85185,48.533,-0.046113,-0.034184,1.1736,0.36114,0.27051,1.1394,1.2094,2970.4,0.010341,0.0062421,0.99538,0.061421,7.5992,4.7098,97.717,3.7353,2.6201,0
0.045769,0.75583,0.021611,1.071,-12.427,0.0,0.045769,0.32305,1.5743,0.24417,0.054931,0.15041,0.038969,0.045769,4496.8,0.081169,1.3231,0.045769,0.029072,15.505,0.93837,0.05354,0.029072,0.086405,0.045769,0.081169,5.8436,0.03206,3.6065,0.47871,0.034249,72.637,5.025,2.0231,0.04521,1.5743,0.58069,0.69026,0.028717,0.030081,0.3645,0.034008,73.44,57.934,0.68437,0.85125,15.964,0.03796,0.024111,0.43121,0.30431,0.19901,0.36223,1.024,87.343,0.028717,0.18745,0.97113,1.827,23.541,6.3002,70.551,5.1735,2.3355,0
-0.01171,0.59714,0.053003,1.1134,-26.043,0.0,-0.0095491,0.67465,1.7607,0.40286,0.013887,-0.020432,0.013776,-0.0095491,8985.8,0.04062,1.6746,-0.0095491,-0.0054235,35.627,1.0619,-0.00042107,-0.0066508,-0.029737,0.37663,0.037001,-0.017967,0.11051,4.4263,0.3329,0.0074722,95.532,3.8207,2.9903,-0.024936,1.7607,2.8502,0.52513,-0.014163,0.040403,0.59624,-0.00023915,103.96,68.331,-0.068137,0.74568,35.13,-0.034226,-0.019439,0.87142,0.46736,0.26173,0.83993,1.0949,1414.3,-0.014163,-0.029067,1.0052,0.30352,10.245,5.3416,96.885,3.7673,3.6709,0
0.071967,0.44124,0.11609,1.321,-22.946,0.0,0.08941,1.2663,1.1732,0.55876,0.11,0.24725,0.1115,0.08941,1231.1,0.29648,2.2663,0.08941,0.076208,54.609,0.94871,0.10048,0.061341,0.20691,0.47046,0.25694,4.8791,0.22226,6.0971,0.35461,0.085172,134.39,2.8404,2.3279,0.1911,1.1732,173.66,0.5605,0.16289,0.071113,0.10366,0.085646,140.62,86.009,0.40999,0.83561,62.376,0.059075,0.050353,1.0827,0.36162,0.35207,1.0698,1.0732,1.321,0.16289,0.1288,0.86925,0.003114,6.6838,4.2437,112.5,3.2444,2.2463,0
0.066231,0.37541,0.089818,1.2499,-23.236,0.18909,0.086113,1.6629,1.0615,0.62428,0.086113,0.23959,0.10819,0.086113,812.8,0.44907,2.6637,0.086113,0.055262,41.189,0.97268,0.092163,0.042502,0.24923,0.62428,0.3961,0.62781,0.16308,4.4151,0.21158,0.055262,89.363,4.0845,0.2455,0.092163,1.5763,17.091,0.64028,0.059144,0.13666,0.070675,0.059144,93.72,52.531,0.37664,0.76065,43.721,0.0096923,0.0062199,1.1966,0.35941,0.24483,1.1335,1.1625,2335.8,0.057921,0.10609,0.94208,0.025623,8.8616,6.9482,84.187,4.3356,2.8293,0
0.0042729,0.84533,0.25485,1.3579,6.3461,-0.0036104,0.015745,0.18298,3.0284,0.15467,0.089933,0.022112,0.0085891,0.015745,11862.0,0.030771,1.183,0.015745,0.0051989,24.049,1.5336,0.083353,0.0014109,0.032643,0.00066225,0.0172,1.1235,7.6974,3.5114,0.22849,0.010191,87.881,4.1533,3.4984,0.071124,3.0284,6.1504,0.27944,0.023485,0.22011,0.30098,0.027524,97.645,73.596,0.021414,1.0777,24.627,0.073087,0.024133,1.1438,0.71204,0.24077,4.6716,8.4399,827.38,0.023485,0.027625,0.99486,0.80663,15.177,4.9595,85.817,4.2532,91.468,0
0.099365,0.2784,0.42056,2.8187,30.043,0.021243,0.099365,2.592,1.4114,0.7216,0.11258,0.42969,0.081531,0.099365,883.08,0.41333,3.592,0.099365,0.070404,80.203,1.136,0.10901,0.070404,0.13043,0.25598,0.41333,8.249,1.2079,3.7777,0.19186,0.076465,64.096,5.6946,4.7301,0.0945,1.4114,9.3004,0.75834,0.066957,0.040956,0.07441,0.077238,166.12,85.917,0.32041,1.4776,85.958,0.093306,0.066111,2.3413,0.23125,0.17561,2.0724,2.178,2520.9,0.066957,0.1377,0.93049,0.050913,4.551,4.2483,59.804,6.1032,4.0534,0
-0.13518,1.0557,-0.49968,0.29127,-289.18,-0.069509,-0.12933,-0.052745,1.0231,-0.055682,-0.12933,-0.18344,-0.049458,-0.12933,-10122.0,-0.036059,0.94726,-0.12933,-0.16803,12.079,1.026,0.03362,-0.17563,-0.063665,-0.055682,-0.041594,0.44691,-0.62881,5.1659,1.2797,-0.16803,342.08,1.067,0.031847,0.03362,0.80064,0.51301,0.29497,0.043681,0.10856,0.27791,0.043681,61.088,49.009,-5.3071,0.25514,12.359,-0.057646,-0.074897,0.19453,0.70503,0.93721,-0.070071,0.37119,-73216.0,0.022618,2.4277,0.97738,-6.2974,30.218,7.4476,334.34,1.0917,0.96858,0
0.072366,0.3697,0.49083,2.3319,18.666,0.1445,0.0926,1.608,1.021,0.59448,0.0926,0.25129,0.030536,0.0926,1106.7,0.3298,2.7049,0.0926,0.023191,26.426,1.3912,0.086959,0.018124,0.1947,0.59448,0.27507,0.22235,3.4892,4.1499,0.058026,0.023191,34.392,10.613,0.23521,0.086959,4.0405,477.11,0.59568,0.021778,0.37578,0.10452,0.021778,65.894,39.468,0.25032,1.5474,26.98,0.057631,0.014433,2.3244,0.36851,0.094224,4.2262,4.2346,6932.0,0.020531,0.12173,0.97947,0.0020105,13.812,9.2481,33.686,10.836,28.386,0
0.024119,0.57647,0.11904,1.2928,4.1969,0.0,0.024119,0.73471,1.7296,0.42353,0.028612,0.059333,0.014526,0.024119,8374.7,0.043584,1.7347,0.024119,0.013944,19.705,0.96051,0.0,0.013944,0.22655,0.024119,0.043584,0.0,0.25089,4.1799,0.33058,0.034181,88.742,4.113,2.9003,0.02018,1.7296,3.3881,0.55109,0.011667,0.026744,19.106,0.0,108.61,88.903,0.2583,1.0631,20.385,-0.0010057,-0.00058146,0.91165,0.4065,0.24313,0.89265,1.1615,1801.2,0.033355,0.056946,0.96931,0.30116,18.523,4.1056,85.782,4.255,3.6454,0
0.2793,0.36298,0.066275,1.3072,-38.049,0.46125,0.34664,1.7218,1.2161,0.62496,0.34664,1.6065,0.22759,0.34664,280.3,1.3022,2.755,0.34664,0.16691,40.723,1.1429,0.37604,0.13448,0.57484,0.62496,1.1167,2.2018,0.09231,5.1011,0.17122,0.16691,46.113,7.9153,1.036,0.37604,2.1024,0.34186,0.77218,0.18106,0.042303,0.023769,0.18106,47.964,7.2406,1.2054,0.23325,49.522,0.25001,0.12038,0.77702,0.21577,0.12634,0.87047,1.0755,8364.6,0.17767,0.44691,0.82233,0.23555,8.9629,50.41,37.92,9.6254,2.8927,0
0.1227,0.58242,0.53065,2.6717,46.722,0.0,0.15733,0.71696,1.6454,0.41758,0.17382,0.49561,0.10617,0.15733,1216.9,0.29993,1.717,0.15733,0.095618,73.115,0.88973,0.17302,0.07457,0.42263,0.40733,0.24047,10.488,3.4931,3.6886,0.27124,0.10142,81.431,4.4823,2.443,0.2225,1.6454,2.3947,0.6341,0.13523,0.48758,0.10198,0.10516,153.8,80.685,0.37226,1.6334,84.549,0.15566,0.094605,1.4561,0.31744,0.2231,2.7488,4.1741,2590.7,0.13523,0.29383,0.90707,0.51852,4.9921,4.5238,70.419,5.1833,10.831,0
-0.023745,0.31762,0.060042,1.1906,-50.756,-0.029106,-0.023745,2.1406,1.0122,0.6799,-0.023745,-0.075395,0.040484,-0.023745,2692.3,0.13557,3.1484,-0.023745,-0.022324,66.739,1.203,0.011933,-0.022324,-0.029106,0.6799,0.13557,0.11355,0.096065,4.7069,0.29744,-0.022324,109.39,3.3367,0.03757,0.011933,1.0762,67.432,0.68258,0.011219,0.017617,0.13262,0.011219,126.78,60.037,-0.12209,0.57312,67.55,-0.054873,-0.05159,1.1806,0.31494,0.2997,1.0878,1.0921,3057.5,0.012005,-0.034924,0.988,0.003937,5.469,6.0796,108.08,3.3773,1.7018,0
0.26021,0.21535,0.52522,4.8096,162.52,0.0,0.31292,3.6436,1.2344,0.78465,0.31972,2.2697,0.28054,0.31292,226.97,1.6081,4.6436,0.31292,0.25349,24.321,1.113,0.2407,0.21079,0.5779,0.76531,1.3634,35.359,1.5589,4.0146,-0.12958,0.2535,50.392,7.2432,4.6372,0.23582,1.2344,7.4964,0.86213,0.19104,2.7746,0.026189,0.19499,82.958,58.636,3.1635,4.213,30.065,0.2073,0.16793,3.0791,0.13787,0.13806,2.3289,2.5589,5431.4,0.19104,0.33162,0.76307,0.098746,15.008,6.2248,40.765,8.9538,3.6639,0
0.15053,0.16822,0.43226,4.4643,58.854,0.018395,0.15053,4.9447,1.6182,0.83178,0.16043,1.2064,0.13275,0.15053,285.81,1.2771,5.9447,0.15053,0.093022,44.745,0.9901,0.13185,0.093022,0.61563,0.16893,1.2771,13.316,0.97583,4.5183,-0.0092821,0.099141,30.743,11.873,8.8066,0.13682,1.6182,11.128,0.86401,0.084547,1.4863,0.028587,0.081477,83.813,39.069,0.75882,2.8744,48.877,0.067554,0.041746,3.3114,0.12477,0.084227,1.8778,1.9505,14258.0,0.084547,0.18097,0.90889,0.038748,8.1574,9.3425,28.144,12.969,3.6532,0
-0.00823,0.62565,-0.14669,0.66826,-99.731,0.064959,-0.0042241,0.37932,0.9549,0.23732,-0.0042241,-0.0095526,0.070415,-0.0042241,4237.4,0.086137,1.5983,-0.0042241,-0.0055193,25.521,1.0591,0.010235,-0.010753,0.095001,0.23732,0.079734,0.1277,-0.20823,4.758,0.78825,-0.0055193,201.38,1.8125,0.016359,0.010235,0.8553,1.3191,0.42077,0.013373,0.063551,0.30094,0.013373,127.53,102.01,-0.1538,0.54725,24.37,-0.04788,-0.062561,0.47232,0.4422,0.55173,0.33686,0.59726,-8402.0,-0.047227,-0.034679,1.0472,0.77301,14.302,3.5782,210.89,1.7307,1.0864,0
0.21741,0.15914,0.00071739,1.0061,-23.805,0.27822,0.21741,5.2839,0.80319,0.84086,0.22145,1.8427,0.30392,0.21741,237.95,1.534,6.2839,0.21741,0.27069,16.617,1.1738,0.21676,0.27069,0.37558,0.61456,1.534,53.676,0.00081402,3.9877,0.19813,0.27566,73.333,4.9773,3.6903,0.21593,0.80319,1.9963,0.88201,0.26883,0.010331,0.021789,0.26987,53.391,36.774,5.9458,0.69617,22.727,0.19006,0.23664,0.74595,0.11799,0.20091,0.95413,1.0008,6.974,0.26883,0.25856,0.73125,0.048934,21.965,9.9256,53.619,6.8073,0.91138,0
0.14824,0.47228,0.043866,1.2433,-5.2615,0.38102,0.1912,1.1134,1.097,0.52585,0.1912,1.0607,0.11922,0.1912,630.3,0.57909,2.1174,0.1912,0.083348,9.8396,0.84723,0.20357,0.06462,0.47337,0.52585,0.48812,0.97354,0.056538,4.5323,0.19033,0.083348,31.466,11.6,0.43104,0.20357,2.347,0.55577,0.81786,0.088742,0.26105,0.054316,0.088742,28.175,18.335,2.3971,0.90029,10.794,0.12128,0.052869,0.47458,0.18026,0.086208,0.67776,1.0541,1494.3,0.088461,0.2819,0.91154,0.55531,37.095,19.907,28.682,12.726,2.9566,0
0.028168,0.73509,-0.06183,0.88125,-36.849,0.0,0.028168,0.36038,1.969,0.26491,0.028947,0.054101,0.019313,0.028168,7055.6,0.051732,1.3604,0.028168,0.014306,20.002,0.85699,0.0,0.014306,0.062657,0.16629,0.051732,0.0,-0.11425,3.5629,0.37246,0.031039,110.21,3.312,2.3459,0.00070335,1.969,1.6493,0.47769,0.00035721,0.014386,2.4853,0.0,83.668,63.666,0.26106,0.67401,22.838,-0.0098592,-0.0050073,0.62419,0.52067,0.30193,0.48952,0.88271,-226.01,0.1242,0.10633,0.8762,0.80322,18.248,5.733,96.518,3.7817,3.6384,0
0.097439,0.12324,0.60929,6.7782,120.28,0.0,0.12644,7.1145,1.1046,0.87676,0.15675,1.1991,0.15241,0.12644,267.18,1.3661,8.1145,0.12644,0.11446,82.143,1.0024,0.14267,0.088212,0.41313,0.86377,1.1308,4.7069,2.1359,4.1873,-0.05858,0.1146,39.069,9.3425,7.9938,0.11947,1.1046,257.66,0.87857,0.10815,2.2144,0.022254,0.12916,159.02,76.876,0.39197,4.4207,92.105,0.10075,0.091212,5.7997,0.10545,0.10704,3.0736,3.0799,9378.0,0.10815,0.11114,0.88985,0.0020635,4.4434,4.7479,34.843,10.475,3.8723,0
0.030338,0.8692,0.054093,1.2384,6.965,-0.0038451,0.036151,0.15049,0.98138,0.1308,0.13966,0.15932,0.10585,0.036151,3054.1,0.11951,1.1505,0.036151,0.036838,13.426,2.3173,0.12363,0.030913,0.074767,0.026493,0.11282,1.1944,0.075235,4.4827,0.78757,0.082718,91.206,4.0019,1.0447,0.073283,0.98138,0.42879,0.70196,0.074674,0.432,0.15141,0.12598,68.055,54.629,0.84043,1.0793,14.509,0.055901,0.056962,0.3233,0.22691,0.24988,0.18193,0.97631,1643.9,0.074674,0.23193,0.96593,4.3665,27.186,6.6814,84.395,4.3249,1.3649,0
-0.18951,0.68288,-0.30323,0.31311,-236.71,0.0,-0.18951,0.46439,0.48748,0.31712,-0.13446,-0.42927,-0.33757,-0.18951,-1514.7,-0.24098,1.4644,-0.18951,-0.38875,73.974,0.54414,-0.13455,-0.38875,-0.14632,0.21865,-0.24098,-2.4442,-0.35187,4.2967,1.3997,-0.33278,253.18,1.4417,0.93201,-0.14897,0.48748,0.16732,0.55278,-0.3056,0.001316,-0.20769,-0.27601,103.06,29.089,-1.9182,0.08932,56.659,-0.1595,-0.32719,0.20242,0.44146,0.69363,0.36799,0.64145,-6005.0,-0.3056,-0.59759,1.376,0.74312,4.9341,12.548,330.55,1.1042,0.56567,0
-0.038588,0.57987,0.019326,1.0762,-43.653,0.21119,-0.049221,0.72452,0.98556,0.42013,0.032267,-0.19412,-0.013279,-0.049221,-16173.0,-0.022568,1.7245,-0.049221,-0.049943,30.64,0.96852,0.028503,-0.039153,0.0057029,0.34846,-0.0042306,0.34977,0.026579,5.5188,0.58837,-0.049943,109.57,3.3453,1.4628,0.14085,0.98556,0.58275,0.74644,0.14292,0.13661,0.29904,0.02892,88.236,57.596,-0.46641,0.74993,35.6,-0.0076322,-0.007744,0.4706,0.25356,0.29892,0.5778,1.0266,1.0762,0.14292,0.0,0.93416,0.77669,11.912,6.3373,93.907,3.8868,1.3554,0
-0.54986,1.3067,-0.17546,0.56396,-130.03,-0.57142,-0.54986,-0.25737,0.537,-0.3363,-0.54986,-1.3665,-1.0763,-0.54986,-998.75,-0.36546,0.76528,-0.54986,-1.2393,78.782,4.4357,-0.40332,-1.2393,-0.57142,-0.3363,-0.36546,-4.8812,-0.22696,4.9147,2.9149,-1.2393,177.75,2.0534,-0.30865,-0.40332,0.46842,0.14504,0.56802,-0.90899,0.035896,-0.12979,-0.90899,174.8,96.017,-5.7416,0.32596,42.306,-0.47564,-1.072,0.17367,0.40239,0.487,-0.43502,0.73476,-14417.0,-0.86221,1.635,1.8622,-2.689,4.633,3.8014,331.02,1.1027,0.57394,0
0.11296,0.28701,0.48341,3.3763,84.164,0.0,0.14278,2.4842,1.3901,0.71299,0.17584,0.70187,0.15667,0.14278,481.03,0.75879,3.4842,0.14278,0.10272,51.12,1.0754,0.14973,0.081264,0.29225,0.63263,0.65489,4.5298,1.5437,4.572,0.099994,0.10998,59.875,6.0961,4.3209,0.14994,1.3901,6.7094,0.78635,0.10787,0.80783,0.042572,0.10771,137.2,86.077,0.58023,2.4193,57.301,0.074731,0.053761,2.3931,0.20343,0.16404,2.2768,2.511,18045.0,0.10787,0.15844,0.90057,0.10288,7.14,4.2404,53.416,6.8331,4.4389,0
-0.018724,0.42328,-0.079067,0.7628,-22.933,0.0,-0.018724,1.3625,2.4684,0.57672,0.00034937,-0.056172,0.023261,-0.018724,2690.7,0.13565,2.3625,-0.018724,-0.0075856,10.05,0.99937,-0.013819,-0.0075856,0.31415,-0.018724,0.13565,-0.72453,-0.10603,4.3737,0.16834,-0.0001158,48.976,7.4526,5.869,-0.015814,2.4684,2.2512,0.65947,-0.0064065,0.042389,0.22639,-0.0055985,35.509,25.46,-0.27551,0.55892,9.9856,-0.089963,-0.036445,0.60071,0.33334,0.13418,0.77336,0.88434,-1869.6,-0.0064065,-0.032467,1.0075,0.1435,36.32,14.336,49.29,7.4051,3.3101,0
0.031441,0.51539,0.060237,1.1252,-7.4296,-0.073752,0.042043,0.94028,2.7789,0.48461,0.050841,0.087353,0.030147,0.042043,2245.5,0.16255,1.9403,0.042043,0.015129,14.375,0.89312,0.050836,0.011314,0.15505,-0.042072,0.14198,5.7787,0.13139,3.7903,0.1844,0.018074,64.801,5.6327,5.2601,0.067893,2.7789,17.775,0.50892,0.024431,0.018352,0.18559,0.018294,69.969,55.594,0.28727,0.89776,14.735,0.009104,0.0032761,1.0507,0.4813,0.17754,1.057,1.1101,371.71,0.024431,0.064878,0.98499,0.050161,25.39,6.5655,63.217,5.7737,6.0614,0
0.15284,0.59249,0.074598,1.1807,-9.4086,0.076339,0.18893,0.68778,1.7245,0.40751,0.23516,0.45761,0.12647,0.18893,991.54,0.36811,1.6878,0.18893,0.10956,23.603,0.95283,0.22997,0.088631,0.51378,0.3221,0.30721,4.9744,0.14555,5.3238,0.31203,0.12524,101.48,3.5966,2.5062,0.23956,1.7245,2.5816,0.55313,0.13892,0.1345,0.076211,0.13336,91.421,67.819,1.3706,0.91058,27.411,0.2008,0.11644,0.82273,0.41287,0.27804,0.79508,1.0792,15723.0,0.13892,0.37507,0.8909,0.35736,15.464,5.382,87.386,4.1769,3.3646,0
0.0091986,0.85725,-0.022519,0.94652,-32.929,0.0,0.01388,0.16652,2.1676,0.14275,0.079621,0.032965,0.028298,0.01388,5101.0,0.071555,1.1665,0.01388,0.0064034,26.753,1.1529,0.079346,0.0042436,0.045129,0.031041,0.066094,1.207,-0.03744,3.8813,0.39546,0.029878,73.34,4.9768,2.4445,0.07211,2.1676,0.54943,0.57894,0.033266,0.014179,0.22534,0.036605,66.103,39.35,0.057897,0.56918,27.674,0.031886,0.01471,0.4649,0.42106,0.20093,0.23734,0.96256,-171.34,0.033266,0.064437,0.99363,3.0556,13.643,9.2758,70.9,5.1481,3.6039,0
-0.020815,0.86547,-0.1852,0.61108,-208.55,0.0,-0.020815,0.15544,1.1174,0.13453,0.05984,-0.04371,0.11958,-0.020815,2364.2,0.15439,1.1554,-0.020815,-0.018629,49.2,0.907,0.0,-0.018629,0.089905,0.13089,0.15439,0.0,-0.26122,4.1377,0.76945,-0.037257,229.9,1.5876,0.87357,0.009554,1.1174,0.36075,0.52368,0.0085503,0.038656,0.1868,0.0,89.045,39.844,-0.1382,0.2948,72.714,-0.15443,-0.13821,0.33624,0.47621,0.62986,0.18975,0.73861,-2542.7,0.32337,-0.15472,0.75013,2.8926,7.4187,9.1606,155.56,2.3464,1.576,0
-0.082825,0.85843,-0.32476,0.5774,-93.338,0.049394,-0.080137,0.16492,1.7946,0.14157,-0.023404,-0.10428,0.014272,-0.080137,12233.0,0.029837,1.1649,-0.080137,-0.044655,27.248,0.66837,-0.023422,-0.046153,-0.22547,0.099619,0.026705,-0.41286,-0.58381,3.8471,0.4617,-0.02209,148.77,2.4535,2.1964,-0.09089,1.7946,3.4673,0.23091,-0.050647,0.042398,0.34757,-0.013052,83.622,56.374,-0.61824,0.40307,25.935,-0.12917,-0.071979,0.5169,0.76848,0.40758,0.2545,0.41509,-2283.6,-0.050647,-0.58503,1.0429,0.63102,13.395,6.4747,156.3,2.3352,3.226,0
-0.006359,0.53205,0.24761,1.5074,13.348,-0.033839,-0.0017918,0.87951,3.179,0.46795,0.0099357,-0.003672,0.050952,-0.0017918,1198.9,0.30444,1.8795,-0.0017918,-0.00056364,14.444,0.77649,0.0090158,-0.0020003,0.009874,0.18384,0.29585,0.76877,0.93643,3.0089,0.15647,0.0029291,55.789,6.5425,6.0004,-0.013566,3.179,13.832,0.51203,-0.0042675,0.090494,0.10264,0.0028361,79.386,64.942,-0.050547,1.2496,14.383,-0.15475,-0.04868,1.3825,0.48797,0.15285,1.7697,1.9364,252.75,-0.0042675,-0.013589,1.0006,0.094209,25.27,5.6204,56.027,6.5147,12.022,0
0.08307,0.43533,0.47336,2.2082,10.832,0.19604,0.10503,1.2886,1.0515,0.56096,0.10503,0.26809,0.043001,0.10503,1060.6,0.34414,2.2971,0.10503,0.030148,38.703,1.0125,0.12915,0.023844,0.25351,0.56096,0.29368,0.3898,3.51,4.6245,0.10766,0.030148,43.158,8.4572,0.29668,0.12915,3.5019,11.384,0.60451,0.037072,0.16807,0.082286,0.037072,83.74,45.036,0.22486,1.2653,40.695,0.084377,0.024219,1.9873,0.39178,0.11824,4.1595,4.4824,19938.0,0.048949,0.14808,0.95105,0.077625,9.4307,8.1046,41.046,8.8925,25.833,0
0.082492,0.66996,0.12802,1.2015,13.553,0.0,0.11034,0.49263,2.5164,0.33004,0.11657,0.17369,0.062716,0.11034,1549.5,0.23556,1.4926,0.11034,0.043848,4.8083,1.2843,0.11002,0.032782,0.20174,0.31211,0.194,17.667,0.54081,4.1266,0.14087,0.046034,96.856,3.7685,3.5732,0.12243,2.5164,21.036,0.36475,0.048653,0.50693,0.14179,0.043723,64.003,59.195,2.4885,1.1493,5.0542,0.062543,0.024854,1.1393,0.63525,0.26536,1.3942,1.5408,1713.5,0.048653,0.24995,0.95688,0.10516,75.911,6.1661,92.144,3.9612,10.63,0
0.030609,0.87844,0.082328,1.2614,-31.682,0.0011586,0.03288,0.13544,0.99777,0.11898,0.03288,0.10438,0.10572,0.03288,4244.1,0.086002,1.1384,0.03288,0.04601,67.947,1.1844,0.011812,0.042833,0.003937,0.11898,0.083417,0.16493,0.1366,4.8864,1.2176,0.04601,160.53,2.2737,0.013447,0.011812,0.78618,0.46907,0.68242,0.01653,0.053751,0.5301,0.01653,194.29,126.34,0.23009,0.83904,67.796,-0.030856,-0.043178,0.45231,0.315,0.43981,0.19741,1.1323,6338.2,-0.0022321,0.25727,1.0022,4.7358,5.3718,2.8889,160.89,2.2686,1.1857,0
0.029498,0.22088,0.40129,3.1925,114.18,0.013088,0.029498,3.5273,1.4938,0.77912,0.03141,0.16117,0.035045,0.029498,1540.0,0.23701,4.5273,0.029498,0.019747,8.8064,0.74362,0.0,0.019747,0.19786,0.13299,0.23701,0.0,0.96537,3.9971,-0.077369,0.044885,57.268,6.3735,5.2812,0.0055371,1.4938,389.0,0.78053,0.0037067,1.852,0.32217,0.0,59.948,51.141,0.81844,2.9956,11.277,-0.022853,-0.015299,2.6454,0.18303,0.1569,1.8743,1.8777,3986.0,0.2191,0.03786,0.79761,0.001809,41.447,7.1371,44.721,8.1617,3.5936,0
0.10183,0.32601,0.34188,2.9158,27.88,0.0,0.12867,2.0674,0.94757,0.67399,0.13791,0.72107,0.23021,0.12867,545.48,0.66914,3.0674,0.12867,0.13579,97.796,0.9248,0.1287,0.10747,0.34321,0.61862,0.58681,13.934,0.71273,4.0487,0.22262,0.14554,78.104,4.6733,2.558,0.11364,0.94757,2.07,0.80271,0.11993,0.81476,0.049809,0.13582,144.42,46.626,0.4011,1.4931,111.12,0.039231,0.041402,1.5961,0.17845,0.21398,1.4051,1.6734,3824.5,0.11993,0.15109,0.86918,0.19097,3.7323,7.8282,68.737,5.3101,1.9754,0
0.433,0.22766,0.2685,2.522,37.631,0.0,0.23684,3.3926,2.4984,0.77234,0.25034,1.3425,0.12501,0.23684,266.06,1.3719,4.3926,0.23684,0.094796,4.6453,0.98813,0.24883,0.17331,0.71176,0.76084,2.2336,18.431,0.48369,3.778,0.0077927,0.096311,27.596,13.227,10.249,0.16507,2.4984,8.0612,0.82359,0.066071,1.184,0.023399,0.099595,34.483,29.838,13.618,2.3418,4.9739,0.17335,0.069384,1.9543,0.17641,0.075604,1.3914,1.4837,1610.5,0.066071,0.56064,0.91096,0.066352,78.575,12.233,25.772,14.162,4.5008,0
